utc,jdut,x_km,y_km,z_km
2026-Apr-04 05:49:00.0000,2461134.742361111,-100805.1738070774,-210370.9108244132,-19849.51802220488
2026-Apr-04 05:50:00.0000,2461134.743055556,-100821.2289030163,-210446.5613054771,-19856.29839207386
2026-Apr-04 05:51:00.0000,2461134.74375,-100837.2730736324,-210522.1882627579,-19863.07655281269
2026-Apr-04 05:52:00.0000,2461134.744444444,-100853.3063282388,-210597.7917105054,-19869.8525058145
2026-Apr-04 05:53:00.0000,2461134.745138889,-100869.328676136,-210673.371662952,-19876.62625247067
2026-Apr-04 05:54:00.0000,2461134.745833333,-100885.3401266115,-210748.928134312,-19883.39779417108
2026-Apr-04 05:55:00.0000,2461134.746527778,-100901.3406889405,-210824.4611387822,-19890.16713230367
2026-Apr-04 05:56:00.0000,2461134.747222222,-100917.3303723852,-210899.970690542,-19896.93426825479
2026-Apr-04 05:57:00.0000,2461134.747916667,-100933.3091861954,-210975.4568037528,-19903.69920340883
2026-Apr-04 05:58:00.0000,2461134.748611111,-100949.2771396081,-211050.919492559,-19910.46193914868
2026-Apr-04 05:59:00.0000,2461134.749305556,-100965.2342418478,-211126.3587710869,-19917.22247685547
2026-Apr-04 06:00:00.0000,2461134.75,-100981.1805021262,-211201.774653446,-19923.98081790851
2026-Apr-04 06:01:00.0000,2461134.750694444,-100997.1159296429,-211277.1671537276,-19930.73696368556
2026-Apr-04 06:02:00.0000,2461134.751388889,-101013.0405335847,-211352.5362860061,-19937.49091556245
2026-Apr-04 06:03:00.0000,2461134.752083333,-101028.9543231259,-211427.8820643385,-19944.24267491342
2026-Apr-04 06:04:00.0000,2461134.752777778,-101044.8573074284,-211503.2045027643,-19950.99224311108
2026-Apr-04 06:05:00.0000,2461134.753472222,-101060.7494956416,-211578.5036153056,-19957.73962152613
2026-Apr-04 06:06:00.0000,2461134.754166667,-101076.6308969025,-211653.7794159672,-19964.48481152773
2026-Apr-04 06:07:00.0000,2461134.754861111,-101092.5015203356,-211729.031918737,-19971.2278144833
2026-Apr-04 06:08:00.0000,2461134.755555556,-101108.3613750534,-211804.2611375853,-19977.9686317586
2026-Apr-04 06:09:00.0000,2461134.75625,-101124.2104701556,-211879.4670864653,-19984.7072647176
2026-Apr-04 06:10:00.0000,2461134.756944444,-101140.0488147299,-211954.649779313,-19991.44371472273
2026-Apr-04 06:11:00.0000,2461134.757638889,-101155.8764178515,-212029.8092300474,-19998.17798313446
2026-Apr-04 06:12:00.0000,2461134.758333333,-101171.6932885835,-212104.9454525701,-20004.91007131197
2026-Apr-04 06:13:00.0000,2461134.759027778,-101187.4994359764,-212180.0584607661,-20011.63998061241
2026-Apr-04 06:14:00.0000,2461134.759722222,-101203.2948690691,-212255.1482685028,-20018.36771239142
2026-Apr-04 06:15:00.0000,2461134.760416667,-101219.0795968878,-212330.214889631,-20025.09326800305
2026-Apr-04 06:16:00.0000,2461134.761111111,-101234.8536284466,-212405.2583379842,-20031.8166487994
2026-Apr-04 06:17:00.0000,2461134.761805556,-101250.6169727476,-212480.2786273791,-20038.53785613115
2026-Apr-04 06:18:00.0000,2461134.7625,-101266.3696387806,-212555.2757716158,-20045.25689134725
2026-Apr-04 06:19:00.0000,2461134.763194445,-101282.1116355236,-212630.2497844766,-20051.97375579496
2026-Apr-04 06:20:00.0000,2461134.763888889,-101297.8429719422,-212705.2006797279,-20058.6884508198
2026-Apr-04 06:21:00.0000,2461134.764583333,-101313.5636569899,-212780.1284711187,-20065.40097776595
2026-Apr-04 06:22:00.0000,2461134.765277778,-101329.2736996084,-212855.0331723813,-20072.11133797551
2026-Apr-04 06:23:00.0000,2461134.765972222,-101344.9731087275,-212929.9147972314,-20078.81953278913
2026-Apr-04 06:24:00.0000,2461134.766666667,-101360.6618932648,-213004.7733593677,-20085.52556354598
2026-Apr-04 06:25:00.0000,2461134.767361111,-101376.3400621258,-213079.6088724722,-20092.22943158323
2026-Apr-04 06:26:00.0000,2461134.768055555,-101392.0076242045,-213154.4213502106,-20098.93113823672
2026-Apr-04 06:27:00.0000,2461134.76875,-101407.6645883826,-213229.2108062312,-20105.63068484055
2026-Apr-04 06:28:00.0000,2461134.769444444,-101423.3109635299,-213303.9772541664,-20112.32807272709
2026-Apr-04 06:29:00.0000,2461134.770138889,-101438.9467585048,-213378.7207076316,-20119.02330322718
2026-Apr-04 06:30:00.0000,2461134.770833333,-101454.5719821534,-213453.4411802256,-20125.71637767003
2026-Apr-04 06:31:00.0000,2461134.771527778,-101470.1866433101,-213528.1386855309,-20132.40729738319
2026-Apr-04 06:32:00.0000,2461134.772222222,-101485.7907507975,-213602.8132371133,-20139.0960636925
2026-Apr-04 06:33:00.0000,2461134.772916667,-101501.3843134266,-213677.464848522,-20145.78267792243
2026-Apr-04 06:34:00.0000,2461134.773611111,-101516.9673399965,-213752.0935332903,-20152.46714139551
2026-Apr-04 06:35:00.0000,2461134.774305556,-101532.5398392944,-213826.6993049341,-20159.14945543294
2026-Apr-04 06:36:00.0000,2461134.775,-101548.1018200962,-213901.282176954,-20165.82962135418
2026-Apr-04 06:37:00.0000,2461134.775694444,-101563.6532911658,-213975.8421628333,-20172.50764047707
2026-Apr-04 06:38:00.0000,2461134.776388889,-101579.1942612556,-214050.3792760395,-20179.18351411773
2026-Apr-04 06:39:00.0000,2461134.777083333,-101594.7247391064,-214124.8935300234,-20185.85724359103
2026-Apr-04 06:40:00.0000,2461134.777777778,-101610.2447334472,-214199.3849382201,-20192.52883020986
2026-Apr-04 06:41:00.0000,2461134.778472222,-101625.7542529956,-214273.8535140478,-20199.19827528571
2026-Apr-04 06:42:00.0000,2461134.779166667,-101641.2533064575,-214348.2992709088,-20205.86558012851
2026-Apr-04 06:43:00.0000,2461134.779861111,-101656.7419025273,-214422.7222221891,-20212.53074604634
2026-Apr-04 06:44:00.0000,2461134.780555556,-101672.220049888,-214497.1223812586,-20219.19377434604
2026-Apr-04 06:45:00.0000,2461134.78125,-101687.687757211,-214571.499761471,-20225.85466633264
2026-Apr-04 06:46:00.0000,2461134.781944444,-101703.1450331563,-214645.8543761639,-20232.51342330963
2026-Apr-04 06:47:00.0000,2461134.782638889,-101718.5918863721,-214720.1862386587,-20239.17004657889
2026-Apr-04 06:48:00.0000,2461134.783333333,-101734.0283254958,-214794.495362261,-20245.82453744083
2026-Apr-04 06:49:00.0000,2461134.784027778,-101749.4543591528,-214868.7817602599,-20252.47689719422
2026-Apr-04 06:50:00.0000,2461134.784722222,-101764.8699959575,-214943.0454459291,-20259.12712713612
2026-Apr-04 06:51:00.0000,2461134.785416667,-101780.2752445128,-215017.2864325259,-20265.77522856233
2026-Apr-04 06:52:00.0000,2461134.786111111,-101795.6701134102,-215091.5047332916,-20272.42120276683
2026-Apr-04 06:53:00.0000,2461134.786805556,-101811.05461123,-215165.7003614519,-20279.06505104207
2026-Apr-04 06:54:00.0000,2461134.7875,-101826.4287465411,-215239.8733302163,-20285.70677467895
2026-Apr-04 06:55:00.0000,2461134.788194444,-101841.7925279011,-215314.0236527786,-20292.34637496706
2026-Apr-04 06:56:00.0000,2461134.788888889,-101857.1459638567,-215388.1513423168,-20298.98385319399
2026-Apr-04 06:57:00.0000,2461134.789583333,-101872.4890629429,-215462.2564119928,-20305.61921064605
2026-Apr-04 06:58:00.0000,2461134.790277778,-101887.8218336837,-215536.3388749532,-20312.25244860789
2026-Apr-04 06:59:00.0000,2461134.790972222,-101903.1442845919,-215610.3987443282,-20318.88356836293
2026-Apr-04 07:00:00.0000,2461134.791666667,-101918.4564241692,-215684.4360332329,-20325.51257119245
2026-Apr-04 07:01:00.0000,2461134.792361111,-101933.758260906,-215758.4507547662,-20332.13945837677
2026-Apr-04 07:02:00.0000,2461134.793055556,-101949.0498032818,-215832.4429220116,-20338.76423119426
2026-Apr-04 07:03:00.0000,2461134.79375,-101964.3310597648,-215906.412548037,-20345.38689092208
2026-Apr-04 07:04:00.0000,2461134.794444445,-101979.6020388121,-215980.3596458942,-20352.00743883556
2026-Apr-04 07:05:00.0000,2461134.795138889,-101994.8627488701,-216054.2842286201,-20358.62587620868
2026-Apr-04 07:06:00.0000,2461134.795833333,-102010.1131983737,-216128.1863092356,-20365.24220431382
2026-Apr-04 07:07:00.0000,2461134.796527778,-102025.3533957471,-216202.0659007459,-20371.85642442186
2026-Apr-04 07:08:00.0000,2461134.797222222,-102040.5833494034,-216275.9230161412,-20378.46853780217
2026-Apr-04 07:09:00.0000,2461134.797916667,-102055.8030677447,-216349.7576683956,-20385.07854572264
2026-Apr-04 07:10:00.0000,2461134.798611111,-102071.0125591621,-216423.5698704683,-20391.68644944947
2026-Apr-04 07:11:00.0000,2461134.799305555,-102086.211832036,-216497.3596353029,-20398.2922502475
2026-Apr-04 07:12:00.0000,2461134.8,-102101.4008947357,-216571.1269758271,-20404.89594938004
2026-Apr-04 07:13:00.0000,2461134.800694444,-102116.5797556196,-216644.8719049539,-20411.49754810876
2026-Apr-04 07:14:00.0000,2461134.801388889,-102131.7484230354,-216718.5944355806,-20418.09704769404
2026-Apr-04 07:15:00.0000,2461134.802083333,-102146.9069053198,-216792.2945805891,-20424.69444939468
2026-Apr-04 07:16:00.0000,2461134.802777778,-102162.0552107988,-216865.9723528464,-20431.28975446777
2026-Apr-04 07:17:00.0000,2461134.803472222,-102177.1933477875,-216939.6277652035,-20437.88296416926
2026-Apr-04 07:18:00.0000,2461134.804166667,-102192.3213245902,-217013.2608304968,-20444.4740797533
2026-Apr-04 07:19:00.0000,2461134.804861111,-102207.4391495005,-217086.8715615474,-20451.06310247254
2026-Apr-04 07:20:00.0000,2461134.805555556,-102222.5468308014,-217160.4599711607,-20457.65003357857
2026-Apr-04 07:21:00.0000,2461134.80625,-102237.6443767647,-217234.0260721275,-20464.23487432084
2026-Apr-04 07:22:00.0000,2461134.806944444,-102252.7317956521,-217307.5698772232,-20470.81762594784
2026-Apr-04 07:23:00.0000,2461134.807638889,-102267.8090957144,-217381.0913992078,-20477.39828970638
2026-Apr-04 07:24:00.0000,2461134.808333333,-102282.8762851915,-217454.5906508268,-20483.97686684171
2026-Apr-04 07:25:00.0000,2461134.809027778,-102297.933372313,-217528.06764481,-20490.55335859777
2026-Apr-04 07:26:00.0000,2461134.809722222,-102312.9803652977,-217601.5223938729,-20497.12776621684
2026-Apr-04 07:27:00.0000,2461134.810416667,-102328.0172723537,-217674.9549107151,-20503.70009093983
2026-Apr-04 07:28:00.0000,2461134.811111111,-102343.044101679,-217748.3652080219,-20510.27033400629
2026-Apr-04 07:29:00.0000,2461134.811805556,-102358.0608614605,-217821.7532984631,-20516.83849665412
2026-Apr-04 07:30:00.0000,2461134.8125,-102373.0675598748,-217895.119194694,-20523.40458011975
2026-Apr-04 07:31:00.0000,2461134.813194444,-102388.064205088,-217968.4629093549,-20529.96858563826
2026-Apr-04 07:32:00.0000,2461134.813888889,-102403.0508052556,-218041.7844550707,-20536.53051444322
2026-Apr-04 07:33:00.0000,2461134.814583333,-102418.0273685229,-218115.0838444522,-20543.09036776675
2026-Apr-04 07:34:00.0000,2461134.815277778,-102432.9939030243,-218188.3610900948,-20549.64814683949
2026-Apr-04 07:35:00.0000,2461134.815972222,-102447.9504168843,-218261.6162045794,-20556.20385289066
2026-Apr-04 07:36:00.0000,2461134.816666667,-102462.8969182163,-218334.8492004718,-20562.75748714796
2026-Apr-04 07:37:00.0000,2461134.817361111,-102477.8334151241,-218408.0600903232,-20569.30905083774
2026-Apr-04 07:38:00.0000,2461134.818055556,-102492.7599157005,-218481.2488866701,-20575.85854518486
2026-Apr-04 07:39:00.0000,2461134.81875,-102507.6764280282,-218554.4156020342,-20582.40597141269
2026-Apr-04 07:40:00.0000,2461134.819444444,-102522.5829601796,-218627.5602489225,-20588.95133074331
2026-Apr-04 07:41:00.0000,2461134.820138889,-102537.4795202167,-218700.6828398273,-20595.49462439715
2026-Apr-04 07:42:00.0000,2461134.820833333,-102552.3661161911,-218773.7833872265,-20602.0358535932
2026-Apr-04 07:43:00.0000,2461134.821527778,-102567.2427561445,-218846.861903583,-20608.57501954936
2026-Apr-04 07:44:00.0000,2461134.822222222,-102582.1094481079,-218919.9184013453,-20615.11212348174
2026-Apr-04 07:45:00.0000,2461134.822916667,-102596.9662001024,-218992.9528929473,-20621.64716660515
2026-Apr-04 07:46:00.0000,2461134.823611111,-102611.8130201386,-219065.9653908086,-20628.18015013286
2026-Apr-04 07:47:00.0000,2461134.824305556,-102626.6499162171,-219138.9559073338,-20634.71107527704
2026-Apr-04 07:48:00.0000,2461134.825,-102641.4768963282,-219211.9244549132,-20641.23994324802
2026-Apr-04 07:49:00.0000,2461134.825694445,-102656.2939684523,-219284.8710459228,-20647.76675525503
2026-Apr-04 07:50:00.0000,2461134.826388889,-102671.1011405592,-219357.7956927239,-20654.29151250563
2026-Apr-04 07:51:00.0000,2461134.827083333,-102685.8984206091,-219430.6984076637,-20660.81421620632
2026-Apr-04 07:52:00.0000,2461134.827777778,-102700.6858165516,-219503.5792030746,-20667.33486756172
2026-Apr-04 07:53:00.0000,2461134.828472222,-102715.4633363266,-219576.4380912747,-20673.85346777551
2026-Apr-04 07:54:00.0000,2461134.829166667,-102730.2309878638,-219649.2750845681,-20680.37001804959
2026-Apr-04 07:55:00.0000,2461134.829861111,-102744.9887790829,-219722.0901952441,-20686.88451958465
2026-Apr-04 07:56:00.0000,2461134.830555555,-102759.7367178933,-219794.883435578,-20693.39697358001
2026-Apr-04 07:57:00.0000,2461134.83125,-102774.4748121949,-219867.6548178309,-20699.90738123342
2026-Apr-04 07:58:00.0000,2461134.831944444,-102789.2030698771,-219940.4043542492,-20706.41574374132
2026-Apr-04 07:59:00.0000,2461134.832638889,-102803.9214988197,-220013.1320570655,-20712.92206229879
2026-Apr-04 08:00:00.0000,2461134.833333333,-102818.6301068924,-220085.8379384979,-20719.42633809947
2026-Apr-04 08:01:00.0000,2461134.834027778,-102833.328901955,-220158.5220107505,-20725.9285723357
2026-Apr-04 08:02:00.0000,2461134.834722222,-102848.0178918573,-220231.1842860132,-20732.42876619835
2026-Apr-04 08:03:00.0000,2461134.835416667,-102862.6970844394,-220303.8247764618,-20738.92692087679
2026-Apr-04 08:04:00.0000,2461134.836111111,-102877.3664875312,-220376.4434942579,-20745.4230375593
2026-Apr-04 08:05:00.0000,2461134.836805556,-102892.0261089532,-220449.0404515488,-20751.91711743246
2026-Apr-04 08:06:00.0000,2461134.8375,-102906.6759565156,-220521.6156604682,-20758.40916168173
2026-Apr-04 08:07:00.0000,2461134.838194444,-102921.3160380192,-220594.1691331354,-20764.8991714911
2026-Apr-04 08:08:00.0000,2461134.838888889,-102935.9463612546,-220666.7008816558,-20771.38714804307
2026-Apr-04 08:09:00.0000,2461134.839583333,-102950.5669340029,-220739.2109181209,-20777.87309251894
2026-Apr-04 08:10:00.0000,2461134.840277778,-102965.1777640354,-220811.6992546079,-20784.35700609858
2026-Apr-04 08:11:00.0000,2461134.840972222,-102979.7788591135,-220884.1659031803,-20790.83888996045
2026-Apr-04 08:12:00.0000,2461134.841666667,-102994.3702269891,-220956.6108758879,-20797.31874528169
2026-Apr-04 08:13:00.0000,2461134.842361111,-103008.9518754042,-221029.0341847659,-20803.79657323811
2026-Apr-04 08:14:00.0000,2461134.843055556,-103023.5238120911,-221101.4358418363,-20810.2723750041
2026-Apr-04 08:15:00.0000,2461134.84375,-103038.0860447726,-221173.8158591069,-20816.74615175268
2026-Apr-04 08:16:00.0000,2461134.844444444,-103052.6385811617,-221246.1742485718,-20823.21790465563
2026-Apr-04 08:17:00.0000,2461134.845138889,-103067.181428962,-221318.5110222112,-20829.68763488316
2026-Apr-04 08:18:00.0000,2461134.845833333,-103081.714595867,-221390.8261919915,-20836.15534360441
2026-Apr-04 08:19:00.0000,2461134.846527778,-103096.2380895611,-221463.1197698653,-20842.62103198693
2026-Apr-04 08:20:00.0000,2461134.847222222,-103110.7519177189,-221535.3917677717,-20849.08470119695
2026-Apr-04 08:21:00.0000,2461134.847916667,-103125.2560880055,-221607.6421976357,-20855.5463523996
2026-Apr-04 08:22:00.0000,2461134.848611111,-103139.7506080763,-221679.8710713689,-20862.00598675841
2026-Apr-04 08:23:00.0000,2461134.849305556,-103154.2354855774,-221752.078400869,-20868.46360543567
2026-Apr-04 08:24:00.0000,2461134.85,-103168.7107281451,-221824.2641980204,-20874.91920959226
2026-Apr-04 08:25:00.0000,2461134.850694444,-103183.1763434066,-221896.4284746933,-20881.37280038784
2026-Apr-04 08:26:00.0000,2461134.851388889,-103197.6323389793,-221968.5712427447,-20887.82437898076
2026-Apr-04 08:27:00.0000,2461134.852083333,-103212.0787224712,-222040.6925140182,-20894.27394652773
2026-Apr-04 08:28:00.0000,2461134.852777778,-103226.5155014809,-222112.7923003432,-20900.72150418452
2026-Apr-04 08:29:00.0000,2461134.853472222,-103240.9426835978,-222184.8706135361,-20907.16705310538
2026-Apr-04 08:30:00.0000,2461134.854166667,-103255.3602764014,-222256.9274653995,-20913.61059444335
2026-Apr-04 08:31:00.0000,2461134.854861111,-103269.7682874623,-222328.9628677227,-20920.05212934996
2026-Apr-04 08:32:00.0000,2461134.855555556,-103284.1667243415,-222400.9768322812,-20926.49165897556
2026-Apr-04 08:33:00.0000,2461134.85625,-103298.5555945906,-222472.9693708375,-20932.92918446926
2026-Apr-04 08:34:00.0000,2461134.856944445,-103312.934905752,-222544.9404951404,-20939.36470697861
2026-Apr-04 08:35:00.0000,2461134.857638889,-103327.3046653588,-222616.8902169252,-20945.79822765
2026-Apr-04 08:36:00.0000,2461134.858333333,-103341.6648809346,-222688.8185479138,-20952.22974762857
2026-Apr-04 08:37:00.0000,2461134.859027778,-103356.015559994,-222760.7254998152,-20958.65926805801
2026-Apr-04 08:38:00.0000,2461134.859722222,-103370.356710042,-222832.6110843245,-20965.0867900809
2026-Apr-04 08:39:00.0000,2461134.860416667,-103384.6883385747,-222904.4753131237,-20971.51231483821
2026-Apr-04 08:40:00.0000,2461134.861111111,-103399.0104530788,-222976.3181978815,-20977.93584346992
2026-Apr-04 08:41:00.0000,2461134.861805555,-103413.3230610316,-223048.1397502533,-20984.35737711447
2026-Apr-04 08:42:00.0000,2461134.8625,-103427.6261699017,-223119.9399818814,-20990.77691690919
2026-Apr-04 08:43:00.0000,2461134.863194444,-103441.9197871479,-223191.7189043944,-20997.19446399006
2026-Apr-04 08:44:00.0000,2461134.863888889,-103456.2039202204,-223263.4765294082,-21003.61001949168
2026-Apr-04 08:45:00.0000,2461134.864583333,-103470.47857656,-223335.2128685254,-21010.02358454744
2026-Apr-04 08:46:00.0000,2461134.865277778,-103484.7437635982,-223406.927933335,-21016.43516028945
2026-Apr-04 08:47:00.0000,2461134.865972222,-103498.9994887577,-223478.6217354136,-21022.84474784852
2026-Apr-04 08:48:00.0000,2461134.866666667,-103513.245759452,-223550.294286324,-21029.25234835406
2026-Apr-04 08:49:00.0000,2461134.867361111,-103527.4825830856,-223621.9455976161,-21035.65796293432
2026-Apr-04 08:50:00.0000,2461134.868055556,-103541.7099670536,-223693.5756808269,-21042.06159271645
2026-Apr-04 08:51:00.0000,2461134.86875,-103555.9279187424,-223765.1845474802,-21048.46323882585
2026-Apr-04 08:52:00.0000,2461134.869444444,-103570.1364455294,-223836.7722090866,-21054.86290238709
2026-Apr-04 08:53:00.0000,2461134.870138889,-103584.3355547826,-223908.338677144,-21061.26058452323
2026-Apr-04 08:54:00.0000,2461134.870833333,-103598.5252538615,-223979.8839631369,-21067.65628635611
2026-Apr-04 08:55:00.0000,2461134.871527778,-103612.7055501164,-224051.4080785373,-21074.05000900639
2026-Apr-04 08:56:00.0000,2461134.872222222,-103626.8764508885,-224122.9110348039,-21080.44175359332
2026-Apr-04 08:57:00.0000,2461134.872916667,-103641.0379635102,-224194.3928433824,-21086.83152123494
2026-Apr-04 08:58:00.0000,2461134.873611111,-103655.190095305,-224265.853515706,-21093.21931304813
2026-Apr-04 08:59:00.0000,2461134.874305556,-103669.3328535875,-224337.2930631945,-21099.60513014827
2026-Apr-04 09:00:00.0000,2461134.875,-103683.4662456632,-224408.7114972551,-21105.98897364967
2026-Apr-04 09:01:00.0000,2461134.875694444,-103697.590278829,-224480.1088292823,-21112.37084466549
2026-Apr-04 09:02:00.0000,2461134.876388889,-103711.7049603729,-224551.4850706573,-21118.75074430731
2026-Apr-04 09:03:00.0000,2461134.877083333,-103725.8102975738,-224622.8402327488,-21125.12867368571
2026-Apr-04 09:04:00.0000,2461134.877777778,-103739.9062977019,-224694.1743269129,-21131.50463390995
2026-Apr-04 09:05:00.0000,2461134.878472222,-103753.9929680189,-224765.4873644925,-21137.87862608788
2026-Apr-04 09:06:00.0000,2461134.879166667,-103768.0703157771,-224836.779356818,-21144.2506513265
2026-Apr-04 09:07:00.0000,2461134.879861111,-103782.1383482206,-224908.0503152069,-21150.62071073119
2026-Apr-04 09:08:00.0000,2461134.880555556,-103796.1970725843,-224979.3002509642,-21156.98880540622
2026-Apr-04 09:09:00.0000,2461134.88125,-103810.2464960947,-225050.5291753822,-21163.35493645463
2026-Apr-04 09:10:00.0000,2461134.881944444,-103824.2866259693,-225121.7370997402,-21169.7191049783
2026-Apr-04 09:11:00.0000,2461134.882638889,-103838.317469417,-225192.9240353053,-21176.08131207763
